"R0000100","R0357900","R0536300","R0536401","R0536402","R1200300","R1205300","R1235800","R1482600","R2189100","R2200500","R2558800","R2563600","R3508200","R3511100","R3520100","R3880300","R3885200","R4909200","R4918000","R5459400","R5464400","R6536400","R6545000","R7222400","R7228100","S0924000","S0932900","S1535500","S1542000","S2005400","S2011800","S2990300","S2995900","S3805700","S4682600","S4685500","S4691000","S5405600","S6318100","S6321000","S6326800","S7506100","S8334600","S8339100","T0009400","T0741400","T0745900","T2012100","T2784900","T2789700","T3602100","T4496600","T4501300","T5202300","T6145500","T6150200","T6652100","T7640000","T7644700","T8123700","T9044600","Z9050500","Z9050600","Z9050700"
6960,1,1,8,1981,2,2,0,1,-4,-4,2,10,-4,0,-4,2,10,0,-4,2,2,-5,-5,-5,-5,0,-4,2,10,2,10,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-4,0,-4,-4,0,-4,4,0,-4,4,0,-4,4,0,-4,3,0,-4,3,-4,2,0,0
6961,1,1,12,1984,2,4,0,1,-4,-4,2,10,-4,1,-4,2,10,0,-4,2,4,0,1,2,10,0,-4,2,10,2,10,0,-4,2,-4,0,-4,2,-4,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,-4,6,10,10
6962,0,2,3,1981,2,4,0,1,-4,-4,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,0,0
6963,0,1,4,1981,2,1,0,1,-4,-4,2,1,-4,0,-4,2,1,-5,-5,-5,-5,0,-4,2,1,-5,-5,-5,-5,-5,-5,-5,-5,2,-4,0,1,-5,-5,-5,-5,2,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,0,-4,2,0,-4,2,-4,8,2,2
6964,1,2,1,1984,2,1,0,1,-4,-4,2,1,-4,0,-4,2,1,0,-4,2,1,0,-4,2,5,0,-4,2,5,2,5,0,-4,2,-4,0,-4,2,-4,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,-4,2,1,1
6965,0,2,7,1984,2,2,0,1,-4,-4,2,2,-4,0,-4,2,2,0,-4,2,2,0,-4,2,2,0,-4,2,1,2,10,0,-4,2,-4,0,-4,2,-4,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,-4,3,4,5
6966,1,1,11,1984,2,4,0,1,-4,-4,2,4,-4,0,-4,2,4,0,-4,2,4,0,-4,2,4,0,-4,2,4,2,4,0,-4,2,-4,0,-4,2,-4,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,-4,2,5,7
6967,0,2,4,1983,2,8,0,1,-4,-4,2,8,-4,0,-4,2,8,0,-4,2,8,0,-4,2,8,0,-4,2,8,2,8,0,-4,2,-4,0,-4,2,-4,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,0,-4,2,-4,4,4,4
6968,1,1,6,1981,2,4,0,1,-4,-4,2,4,-5,-5,-5,-5,-5,0,-4,2,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,0,2,2,-4,4,8,8
6969,0,1,7,1981,1,4,0,1,-4,-4,3,9,-4,1,-4,3,10,0,1,3,10,0,-4,3,10,-5,-5,-5,-5,3,10,0,-4,3,-4,-1,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,1,3,0,-4,3,-4,3,14,14
6970,0,1,6,1983,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,-4,3,-1,1,3,0,-4,-5,-5,0,0,1
6971,0,2,1,1982,1,4,0,2,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,1,4,5
6972,0,2,10,1984,1,1,0,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,-5,-5,-5,-5,1,-4,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,4,3,3
6973,0,1,1,1981,1,2,0,1,-4,-4,1,2,-4,0,-4,1,2,0,-4,1,2,0,1,1,2,0,-4,1,2,1,2,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,2,10,10
6974,0,1,5,1984,1,4,0,1,-4,-4,1,4,-4,0,-4,1,2,0,-4,1,2,0,-4,1,2,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,6,3,3
6975,0,1,6,1984,1,4,0,1,-4,-4,1,4,-4,0,-4,1,3,0,-4,1,10,0,-4,1,10,0,-4,1,10,1,10,0,-4,1,-4,0,-4,3,-4,0,-4,3,0,1,3,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,5,6,6
6976,1,2,5,1980,1,4,0,2,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,10,0,-4,1,10,3,10,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,1,0,-4,1,-4,2,8,8
6977,0,1,7,1982,1,4,0,2,-4,2,1,10,-4,0,4,1,10,1,5,1,10,0,1,1,10,1,1,1,10,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,-4,-4,1,-4,-4,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,2,2
6978,0,2,6,1984,1,4,0,2,-4,-4,1,4,-4,0,-4,1,4,1,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,1,0,-4,1,0,-4,3,0,-4,1,0,-4,1,0,-4,1,-4,3,6,7
6979,0,1,6,1981,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,-4,1,4,1,4,0,1,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,2,2,2
6980,0,2,6,1984,1,1,0,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,5,0,1
6981,0,2,10,1983,1,4,0,2,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,1,1
6982,0,1,7,1984,1,4,0,2,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,-1,-4,1,0,-4,1,1,-4,1,1,-4,1,-1,-4,1,0,-4,1,0,-4,1,-4,4,6,7
6983,1,1,8,1980,1,4,0,2,-4,1,1,4,-4,0,-4,1,4,0,1,1,10,0,-4,1,5,0,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,-4,1,1,-4,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,3,4
6984,1,1,3,1981,1,9,0,2,-4,-4,-4,10,-5,-5,-5,-5,-5,0,-4,1,4,0,-4,1,4,0,-4,1,10,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,0,-4,-4,0,-4,-4,0,-4,-4,0,-4,-4,0,-4,-4,0,-4,-4,0,-4,-5,-5,5,8,8
6985,1,2,6,1983,1,4,0,2,-4,-4,1,4,-4,0,-4,1,-3,0,-4,1,5,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,-4,0,-4,-4,0,-4,-4,0,-4,-4,0,-4,-4,-4,7,6,-3
6986,1,2,10,1984,1,4,0,2,-4,-4,1,4,-4,0,-4,3,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,1,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,4,4
6987,0,2,9,1980,1,4,0,1,-4,-4,1,10,-4,0,-4,1,10,0,-4,1,10,0,-4,1,10,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,2,2,2
6988,0,1,12,1981,1,1,0,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,-3,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,3,3
6989,1,2,3,1981,1,4,0,1,-4,-4,1,4,-4,0,-4,1,10,0,-4,1,10,0,-4,1,10,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,1,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,1,5,8
6990,0,1,4,1982,1,4,0,1,-4,1,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,-4,1,4,1,4,1,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,1,2,4,4
6991,0,2,8,1984,1,4,0,1,-4,-4,1,4,-4,1,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,3,3
6992,0,1,7,1982,1,4,0,1,-4,-4,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,-4,-4,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,1,1
6993,1,1,7,1980,1,4,0,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,5,7,7
6994,1,1,5,1983,1,4,0,2,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,-5,-5,-5,-5,-5,-5,1,0,-4,3,0,-4,3,-4,2,1,1
6995,0,1,7,1983,1,2,0,2,-4,1,1,2,-4,0,-4,1,2,0,-4,1,4,-5,-5,-5,-5,-1,1,1,10,1,10,0,-4,-5,-5,-5,-5,1,-4,-4,-4,-5,-5,-5,1,0,-4,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,1,-4,1,1,2
6996,1,2,4,1982,1,2,0,2,-4,-4,1,4,-4,0,-4,1,2,0,-4,1,2,0,-4,1,2,0,-4,1,10,-5,-5,-5,-5,1,-4,0,-4,-5,-5,-5,-5,3,0,-4,3,0,-4,1,0,-4,1,0,-4,3,0,-4,3,0,-4,3,-4,2,7,7
6997,0,1,6,1982,1,3,0,2,-4,-4,1,3,-4,0,-4,1,3,-1,-4,1,3,0,-4,1,3,0,-4,1,1,1,1,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,1,1,-4,-4,1,0,-4,-5,-5,-5,1,-4,-4,-5,-5,-5,-5,-5,1,2,3
6998,0,2,10,1983,1,2,0,2,-4,-4,1,2,-4,0,-4,1,2,0,-4,1,2,0,-4,1,2,0,-4,1,2,-5,-5,-5,-5,1,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,4,4,4
6999,1,1,2,1982,1,4,0,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0
7000,0,2,8,1984,1,4,0,2,-4,-4,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0
7001,0,1,8,1981,1,8,0,2,-4,-4,1,8,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,1,0,-4,1,-4,2,3,3
7002,0,1,11,1984,1,1,0,1,-4,-4,1,4,-4,0,-4,1,2,0,-4,1,2,0,-4,1,2,0,-4,1,2,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,1,1,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,5,1,1
7003,0,2,1,1984,1,1,0,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,-5,-5,-5,-5,1,-4,0,-4,1,-4,0,-4,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,7,7
7004,0,2,4,1982,1,1,0,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,6,3,3
7005,0,1,6,1983,1,1,0,1,-4,-4,1,1,-4,0,1,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,10,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2,5,5,5
7006,0,2,12,1980,1,4,0,1,-4,-4,1,4,-4,0,-4,1,2,0,-4,1,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,3,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,-5,-5,5,5,6
7007,0,2,12,1983,1,4,0,1,-4,-4,1,4,-4,0,-4,1,2,0,-4,1,4,0,-4,1,2,0,-4,1,2,-5,-5,-5,-5,1,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,5,2,2
7008,0,1,9,1982,1,4,0,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,1,2
7009,0,1,4,1983,1,4,0,2,-4,-4,1,4,-4,0,-4,1,4,0,1,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,1,3,3
7010,1,2,11,1980,1,4,0,2,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,0,-4,-5,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,1,5,5
7011,0,2,9,1983,1,4,0,2,-4,-4,1,4,-4,0,-4,1,-3,0,-4,1,1,1,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,4,1,1
7012,1,2,10,1981,1,1,0,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-4,-4,1,1,1,-4,1,1,0,-4,1,1,1,4,0,1,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,7,7
7013,1,2,3,1982,1,4,0,1,-4,-4,1,4,-4,1,-4,1,4,0,-4,1,4,1,-4,1,4,1,-4,1,4,1,4,1,-4,1,-4,0,-4,1,-4,1,-4,1,1,-4,3,0,-4,3,0,-4,3,1,-4,3,0,-4,3,0,-4,3,-4,5,14,14
7014,1,2,10,1980,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,-5,-5,-5,-5,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,-5,-5,-5,1,-1,-4,1,0,1,1,0,-4,1,0,-4,1,-4,3,11,11
7015,0,1,5,1983,1,4,0,1,-4,-4,1,4,-4,0,1,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,1,2,5,5
7016,1,1,5,1981,1,4,0,2,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,-1,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,1,-4,1,0,-4,1,0,-4,1,0,1,1,0,1,1,0,1,1,0,1,3,-4,2,5,7
7017,0,2,2,1981,1,1,0,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,4,6,6
7018,1,2,1,1981,1,8,0,2,-4,-4,1,10,-4,1,-4,1,10,0,-4,1,10,-5,-5,-5,-5,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,4,4
7019,1,1,8,1982,1,1,0,2,-4,-4,1,1,-4,0,1,1,1,0,1,1,4,0,-4,1,4,0,-4,1,4,1,10,0,1,1,-4,0,3,3,-4,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,1,3,0,-4,3,-4,2,11,13
7020,0,1,4,1980,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,-1,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,0,3,3
7021,0,2,12,1980,1,4,0,1,-4,-4,1,10,-4,0,-4,1,2,0,-4,1,2,0,-4,1,4,0,-4,1,4,1,5,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,5,6,6
7022,0,1,2,1982,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,3,3
7023,0,1,11,1981,1,8,0,2,-4,-4,1,9,-4,0,-4,1,10,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,2,0,0
7024,0,2,2,1981,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,3,10,0,-4,3,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,0,4,5
7025,-1,1,8,1982,1,4,0,1,0,8,1,4,-4,0,1,1,4,0,1,1,4,0,1,1,4,0,-4,1,4,1,10,0,1,-5,-5,-5,-5,1,-4,-4,-4,1,-1,-4,1,-4,1,1,-4,1,-5,-5,-5,1,-4,-4,3,-4,-4,3,-4,0,1,1
7026,1,2,9,1982,1,1,0,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,3,4,4
7027,1,1,1,1981,1,4,0,2,-4,-4,1,4,-4,0,1,1,4,0,1,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,1,3,-4,0,1,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,3,10,11
7028,0,1,9,1981,1,4,0,2,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,-5,-5,-5,-5,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-2,-4,1,-4,5,3,3
7029,0,1,9,1980,1,4,0,1,-4,1,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0
7030,0,1,9,1981,1,4,0,1,-4,1,1,4,-4,0,-4,1,4,0,1,1,4,0,-4,1,4,0,-4,1,4,1,10,0,-4,1,-4,0,1,1,-4,0,-4,1,0,-4,1,0,-4,1,0,2,1,0,-4,1,0,1,1,0,-4,1,-4,1,1,1
7031,0,1,8,1983,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,3,3
7032,0,2,6,1981,1,1,0,2,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,12,12
7033,0,1,10,1984,1,4,0,2,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,0,-4,1,0,-4,-5,-5,1,1,1
7034,0,2,1,1981,1,4,0,1,-4,-4,1,4,-5,-5,-5,-5,-5,0,-4,1,10,-5,-5,-5,-5,0,-4,1,10,1,10,0,-4,3,-4,0,-4,1,-4,0,-4,3,0,-4,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,1,6,8
7035,0,2,6,1982,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,-2,-4,-5,-5,-5,1,0,-4,-5,-5,-5,1,-4,4,9,9
7036,0,2,1,1984,1,1,0,1,-4,-4,1,1,-4,0,-4,1,9,0,-4,1,1,0,-4,1,9,0,-4,1,10,1,10,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,1,1,0,-4,1,0,-4,1,0,-4,-5,-5,-5,1,-4,7,7,7
7037,0,2,2,1980,1,1,0,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,0,4,4
7038,0,2,4,1983,1,1,0,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,4,3,4
7039,0,1,7,1983,1,4,0,1,-4,-4,1,4,-4,-1,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,-4,1,-4,-2,-4,1,0,-4,1,1,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,0,4,4
7040,0,1,9,1984,1,1,0,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,1,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,3,4,4
7041,0,2,7,1982,1,4,0,3,-4,-4,1,4,-5,-5,-5,-5,-5,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,3,-4,0,-4,3,-4,0,-4,3,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,-5,-5,5,6,6
7042,0,2,1,1981,1,4,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,7,7
7043,0,1,2,1983,1,2,0,1,-4,-4,1,2,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,3,4,3,4,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,3,0,2,3,0,-4,3,0,-4,-5,-5,-5,-5,-5,-5,-5,-5,4,4,5
7044,0,1,9,1982,1,4,0,1,-4,1,1,4,-4,0,-4,1,5,0,-4,1,5,0,-4,1,4,0,-4,1,10,1,4,0,-4,1,-4,0,-4,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,3,0,-4,3,0,-4,3,0,-4,3,-4,7,4,4
7045,0,1,1,1982,1,10,0,1,-4,-4,1,1,-4,0,-4,1,1,0,-4,1,1,0,-4,1,1,0,-4,1,1,1,1,0,-4,1,-4,0,-4,1,-4,0,-4,-5,-5,-5,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,1,4,6
7046,1,1,8,1982,1,2,0,1,-4,-4,1,4,-4,0,-4,1,4,0,-4,1,4,0,-4,1,4,0,-4,1,4,1,4,0,-4,1,-4,0,1,1,-4,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,0,-4,1,-4,2,7,8
